,id,jewish_text,rus_transl,folder,im_name,_merge,source
380,ORG263,"פה נטמן
 הרר אלי
 ספרדי ב’מ
 יהודא נפט’
 יט ימים
 בחוד שבט
 תפא לפק
 תנ צ בה","Здесь сокрыт  рав р. Эли  Сфаради, сын господина  Йехуды. Скончался  19 числа  месяца шват  481 года по малому летоисчислению,  да будет душа его завязана в узле жизни.",Оргеев,ORG263_4,both,Сэфер
381,ORG264,"פה נטמנה
 האשה השוב
 סימה בת ה‘
 זאב נפטרה
 עשרה ימי‘
 בהודש שבט
 ת‘פ'ב' ל‘פ'ק'
 ת‘נ' צ‘ ב‘ה","Здесь похоронена  почтенная женщина  Сима, дочь р.  Зеева. Скончалась  на 10 день  в месяц шват  482 по малому летоисчислению,  да будет душа ее завязана в узле жизни.",Оргеев,ORG264,both,Сэфер
382,ORG265,"[...פ...]
 [...הט...]
 [...ן...]",…,Оргеев,ORG265,both,Сэфер
383,ORG266,"ויהי
 כי זקן יצח
 ק וימת האלוף
 כהרר יצחק ז'ל
 כל ימיו היה מ
 כניס אור ה'
 נפטר ביום
 א חה דסוכת
 שנת תסט לפק
 [תנצבה]","И было,  когда состарился Ицхак*  Скончался выдающийся,  уважаемый рав, р. Ицхак, благословенной памяти.  Все дни свои  распространял свет Всевышнего.  Скончался в  первый будний день Суккота  469 года по малому исчислению.  [Да будет душа его завязана в узле жизни]",Оргеев,ORG266,both,Сэфер
384,ORG266,"ויהי
 כי זקן יצח
 ק וימת האלוף
 כהרר יצחק ז'ל
 כל ימיו היה מ
 כניס אור ה'
 נפטר ביום
 א חה דסוכת
 שנת תסט לפק
 [תנצבה]","И было,  когда состарился Ицхак*  Скончался выдающийся,  уважаемый рав, р. Ицхак, благословенной памяти.  Все дни свои  распространял свет Всевышнего.  Скончался в  первый будний день Суккота  469 года по малому исчислению.  [Да будет душа его завязана в узле жизни]",Оргеев,ORG266_1,both,Сэфер
385,ORG266,"ויהי
 כי זקן יצח
 ק וימת האלוף
 כהרר יצחק ז'ל
 כל ימיו היה מ
 כניס אור ה'
 נפטר ביום
 א חה דסוכת
 שנת תסט לפק
 [תנצבה]","И было,  когда состарился Ицхак*  Скончался выдающийся,  уважаемый рав, р. Ицхак, благословенной памяти.  Все дни свои  распространял свет Всевышнего.  Скончался в  первый будний день Суккота  469 года по малому исчислению.  [Да будет душа его завязана в узле жизни]",Оргеев,ORG266_2,both,Сэфер
386,ORG266,"ויהי
 כי זקן יצח
 ק וימת האלוף
 כהרר יצחק ז'ל
 כל ימיו היה מ
 כניס אור ה'
 נפטר ביום
 א חה דסוכת
 שנת תסט לפק
 [תנצבה]","И было,  когда состарился Ицхак*  Скончался выдающийся,  уважаемый рав, р. Ицхак, благословенной памяти.  Все дни свои  распространял свет Всевышнего.  Скончался в  первый будний день Суккота  469 года по малому исчислению.  [Да будет душа его завязана в узле жизни]",Оргеев,ORG266_3,both,Сэфер
387,ORG267,"פנ הרר
 צבי בהרר
 יוסף זצל
 נפטר ךו
 ימי’ בחודש
 אלול תפט
 לפק תנצ
 [בה]","Здесь похоронен рав р.  Цви, сын р.  Иосефа, да будет благословенна память праведника.  Скончался 26  дня в месяц  элул 489  по малому летоисчислению. Да будет душа его завязана   в узле жизни].",Оргеев,ORG267,both,Сэфер
388,ORG267,"פנ הרר
 צבי בהרר
 יוסף זצל
 נפטר ךו
 ימי’ בחודש
 אלול תפט
 לפק תנצ
 [בה]","Здесь похоронен рав р.  Цви, сын р.  Иосефа, да будет благословенна память праведника.  Скончался 26  дня в месяц  элул 489  по малому летоисчислению. Да будет душа его завязана   в узле жизни].",Оргеев,ORG267_1,both,Сэфер
389,ORG268,"פנ
 אשה חשוב
 מ‘ הינדא בת
 ה‘ר שבח שנ‘
 ג’ סיוון שנת
 תקפח לפק
 תנ צ בה","Здесь похоронена  почтенная женщина,  госпожа Хинда, дочь  р. Шеваха, что скончалась  3 сивана, в год  588 по малому летоисчислению.  Да будет душа ее завязана в узле жизни.",Оргеев,ORG268,both,Сэфер
390,ORG269,"פנ האשה מר
 גיטל בת הרר
 שלמה נפטרה
 ה ימי‘ בחודש
 אלול שנת
 תצג לפק
 תנ צ בה","Здесь похоронена женщина, госпожа  Гитл, дочь рава р.  Шломо. Скончалась  на 5 день месяца  элул, в год  493 по малому летоисчислению.  Да будет душа ее завязана в узле жизни.",Оргеев,ORG269,both,Сэфер
391,ORG269,"פנ האשה מר
 גיטל בת הרר
 שלמה נפטרה
 ה ימי‘ בחודש
 אלול שנת
 תצג לפק
 תנ צ בה","Здесь похоронена женщина, госпожа  Гитл, дочь рава р.  Шломо. Скончалась  на 5 день месяца  элул, в год  493 по малому летоисчислению.  Да будет душа ее завязана в узле жизни.",Оргеев,ORG269_1,both,Сэфер
392,ORG270,"פ'נ
 האשה החשובה
 מרת פעסי בת
 ה'ר אפרים ש'נ
 ב'ר'ח אדר שני
 שנת תקעה
 ל'פ'ק
 ת'נ'צ'ב'ה'","Здесь покоится  женщина почтенная,  госпожа Песя, дочь  р. Эфраима, что скончалась  в новомесячье адара II,  года 575  по малому летоисчислению.  Да будет душа ее завязана в узле жизни.",Оргеев,ORG270,both,Сэфер
393,ORG271,"פנ
 האשה מרת
 שרה בת הרר
 שמואל נפט'
 י'ח ימים בחוד‘
 שבט שנת
 תצ'ה לפק
 תמצבה","Здесь покоится  женщина, госпожа  Сара, дочь рава, р.  Шмуэля. Скончалась  18 дней месяца  шват, года  495 по малому летоисчислению.  Да будет душа ее завязана в узле жизни.",Оргеев,ORG271,both,Сэфер
394,ORG272,"פנ
 איש חשוב ה''
 שלמה זלמינא
 ב'ה' יצחק נ'פ' י'א'
 תמוז שנת ת'ר'ט'
 ל'' ת'נ'צ'ב'ה","Здесь покоится  человек почтенный, р.  Шломо Залмина,  сын р. Ицхака. Скончался 11  таммуза, года 609  по малому летоисчислению. Да будет душа его завязана в узле жизни.",Оргеев,ORG272,both,Сэфер
395,ORG273,"פ'נ
 האשה הצנ' מרת
 רחל בת מהו יוסף
 שנפ' ביום ג' ך'ו ימים
 בחדש סיון שנת
 תקפ'ח לפ'ק
 תנצ'ב'ה","Здесь покоится  женщина скромная, госпожа  Рахель, дочь нашего великого учителя Йосефа,  что скончалась во вторник, 26 дней  месяца сивана, года  588 по малому летоисчислению.  Да будет душа ее завязана в узле жизни.",Оргеев,ORG273,both,Сэфер
396,ORG274,"פנ האשה מרת
 רבקה בת מהו
 יהודא נפטרה
 יב ימי’ בחודש
 ניסן שנת תצד
 לפק תנצבה","Здесь покоится женщина, госпожа  Ривка, дочь нашего великого учителя  Йехуды. Скончалась  12 дней месяца  нисан, года 494  по малому летоисчислению. Да будет душа ее завязана в узле жизни.",Оргеев,ORG274,both,Сэфер
397,ORG275,"פנ הרר מדרכי
 בהרר שלמה
 נפטר ך‘ט' ימים
 בחודש כיסליו
 שנת ת‘צ'ה' לפק
 תנצבה","Здесь покоится рав, р. Мордехай,  сын рава р. Шломо.  Скончался 29 дней  месяца кислев,  года 495 по малому летоисчислению.  Да будет душа его завязана в узле жизни.",Оргеев,ORG275,both,Сэфер
398,ORG275,"פנ הרר מדרכי
 בהרר שלמה
 נפטר ך‘ט' ימים
 בחודש כיסליו
 שנת ת‘צ'ה' לפק
 תנצבה","Здесь покоится рав, р. Мордехай,  сын рава р. Шломо.  Скончался 29 дней  месяца кислев,  года 495 по малому летоисчислению.  Да будет душа его завязана в узле жизни.",Оргеев,ORG275_1,both,Сэфер
399,ORG276,"פנ 
 אשה חשו מ‘
 לאיה בת ה
 מרדכה נ ים ה
 באלול שנת
 תקפז ל’
 תנצבה","Здесь покоится  женщина почтенная, госпожа  Леа, дочь р.  Мордехая. Скончалась в день 5  элуля, года  587 по малому летоисчислению.  Да будет душа ее завязана в узле жизни.",Оргеев,ORG276,both,Сэфер
400,ORG277,"פנ
 האי' כהר' אריה
 ליב בהר' אליהו
 זצ""ל נפט כ""ח ימי
 בחדש סיון בשנ
 תצח לפק","Здесь покоится  человек, уважаемый рав Арье  Лейб, сын рава Элияху,  благословенна память праведника. Скончался 28 дней  месяца сиван, года  498 по малому летоисчислению.",Оргеев,ORG277,both,Сэфер
401,ORG278,"פנ
 האשה חשוב
 מ שפרנצה בת
 הקדוש מהור
 יהוד שנפטר
 טז ימים לחוד
 חשון בשנת
 תצט לפק","Здесь похоронена  Женщина важная  г. Шпринца, дочь  Мученика  р. Йегуды, которая умерла  На 16 день  Месяца Хешван  499 года по малому летоисчислению",Оргеев,ORG278,both,Сэфер
402,ORG279,"פנ
 האשה הצ
 מרת בריינה
 בת ה דוב
 שנ ב רח
 תמוז שנת
 תקעח לפק
 תנצבה","Здесь похоронена  Женщина скромная  Госпожа Брейна  Дочь р. Дова,  которая умерла в день новомесячья  Тамуза  578 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG279,both,Сэфер
403,ORG279,"פנ
 האשה הצ
 מרת בריינה
 בת ה דוב
 שנ ב רח
 תמוז שנת
 תקעח לפק
 תנצבה","Здесь похоронена  Женщина скромная  Госпожа Брейна  Дочь р. Дова,  которая умерла в день новомесячья  Тамуза  578 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG279a,both,Сэфер
404,ORG279,"פנ
 האשה הצ
 מרת בריינה
 בת ה דוב
 שנ ב רח
 תמוז שנת
 תקעח לפק
 תנצבה","Здесь похоронена  Женщина скромная  Госпожа Брейна  Дочь р. Дова,  которая умерла в день новомесячья  Тамуза  578 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG279b,both,Сэфер
405,ORG279a,"פנ
 אשה חשו
 מרת לאה
 בת הרר
 אליעזר שנ
 יום ח בחו
 איר שנת
 תקפט לפק
 תנצבה","Здесь похоронена  Женщина важная  Госпожа Леа,  Дочь  р. Элиэзера, которая умерла  На 8 день  Месяца Ияр  589 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",,,left_only,Сэфер
406,ORG280,"פנ
 האשה
 מרת אסתר
 בת הרר צבי
 נפטרה יט
 ימים בחדו'
 טבת שנת
 תקנב לפק","Здесь похоронена  Женщина  Госпожа Эстер,  Дочь р. Цви  Которая умерла  На 19 день  Месяца Тевет  552 года по малому летоисчислению",Оргеев,ORG280,both,Сэфер
407,ORG280,"פנ
 האשה
 מרת אסתר
 בת הרר צבי
 נפטרה יט
 ימים בחדו'
 טבת שנת
 תקנב לפק","Здесь похоронена  Женщина  Госпожа Эстер,  Дочь р. Цви  Которая умерла  На 19 день  Месяца Тевет  552 года по малому летоисчислению",Оргеев,ORG280_1,both,Сэфер
408,ORG281,"פנ
 הבתולה מרת
 חייה בת ה
 אברהם שנ
 בחמשה עשר
 באב שנ תק
 עח לפק
 תנצבה","Здесь похоронена  Девушка, госпожа  Хая, дочь  р. Авраама, которая умерла  Пятнадцатого  Ава  578 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG281,both,Сэфер
409,ORG282,"...
 אלעזר
 בחו אדר
 שנת תקפו לפק
 תנצבה",…  Элиэзер  В месяце Адар  586 года по малому летоисчислению  Да будет душа завязана в узле жизни,Оргеев,ORG282,both,Сэфер
410,ORG282,"...
 אלעזר
 בחו אדר
 שנת תקפו לפק
 תנצבה",…  Элиэзер  В месяце Адар  586 года по малому летоисчислению  Да будет душа завязана в узле жизни,Оргеев,ORG282_1,both,Сэфер
411,ORG283,אשה חשו,Женщина важная,Оргеев,ORG283,both,Сэфер
412,ORG284,"פנ
 האלוף התרני
 מהור ארי ליב
 במהו נפתלי צבי
 שנפטר יד ימים
 לחודש כסליו
 שנת תקצח לפק","Здесь покоится  выдающийся знаток Писания,  наш учитель Арье Лейб,  сын р. Нафтали Цви,  который скончался 14 дней  месяца кислев,  года",Оргеев,ORG284,both,Сэфер
413,ORG285,"פנ
 איש חשו הר
 משה בה אליעזר
 שנ ךח בניסן
 שנת תרח
 לפק
 תנצבה","Здесь похоронен  Человек важный  р. Моше, сын р. Элиэзера  Который умер 28 Нисана  608 года  по малому летоисчислению  Да будет его душа завязана в узле жизни",Оргеев,ORG285,both,Сэфер
414,ORG286,"פנ
 הישיש הרר
 אהרן בה משה
 הלוי
 אברהם שנפ
 יום ךו בחו סיוון
 שנת תקפו
 לפק
 תנצבה","Здесь похоронен  Старец  р. Аарон, сын р. Моше  Леви  Авраама, который умер  На 26 день месяца Сиван  586 года  по малому летоисчислению  Да будет его душа завязана в узле жизни",Оргеев,ORG286,both,Сэфер
415,ORG286,"פנ
 הישיש הרר
 אהרן בה משה
 הלוי
 אברהם שנפ
 יום ךו בחו סיוון
 שנת תקפו
 לפק
 תנצבה","Здесь похоронен  Старец  р. Аарон, сын р. Моше  Леви  Авраама, который умер  На 26 день месяца Сиван  586 года  по малому летоисчислению  Да будет его душа завязана в узле жизни",Оргеев,ORG286_1,both,Сэфер
416,ORG286,"פנ
 הישיש הרר
 אהרן בה משה
 הלוי
 אברהם שנפ
 יום ךו בחו סיוון
 שנת תקפו
 לפק
 תנצבה","Здесь похоронен  Старец  р. Аарон, сын р. Моше  Леви  Авраама, который умер  На 26 день месяца Сиван  586 года  по малому летоисчислению  Да будет его душа завязана в узле жизни",Оргеев,ORG286_2,both,Сэфер
417,ORG287,"...
 איש חשו הר
 צבי בה מרדכי
 יוסףנפטר אב
 שנת תרטול
 תנצבה","…  Человек важный  р. Цви, сын р. Мордехая  Йосефа, умерший в Аве  615 года по малому летоисчислению  Да будет его душа завязана в узле жизни",Оргеев,ORG287,both,Сэфер
418,ORG288,"פנ
 התורני מוה
 שמואל בה
 יעקב שנפטר
 חמשה עשר
 יום בחודש אײר
 שנת תקסט לפק
 תנצבה","Здесь похоронен  Знаток Писания  р. Шмуэль, сын  р. Яакова, который умер  На 15 день  Месяца Ияр  569 года по малому летоисчислению  Да будет его душа завязана в узле жизни",Оргеев,ORG288,both,Сэфер
419,ORG288,"פנ
 התורני מוה
 שמואל בה
 יעקב שנפטר
 חמשה עשר
 יום בחודש אײר
 שנת תקסט לפק
 תנצבה","Здесь похоронен  Знаток Писания  р. Шмуэль, сын  р. Яакова, который умер  На 15 день  Месяца Ияр  569 года по малому летоисчислению  Да будет его душа завязана в узле жизни",Оргеев,ORG288_1,both,Сэфер
420,ORG289,"פנ
 הישיש הר
 טוביה בהר
 יוסף שנ ךב
 באדר שנת
 תקצח לפק","Здесь похоронен  Старец  р. Товье, сын  р. Йосефа, который умер  22 Адара  598 года по малому летоисчислению",Оргеев,ORG289,both,Сэфер
421,ORG290,"...
 שנתתקסח
 לפק",…  568 года  по малому летоисчислению,Оргеев,ORG290,both,Сэфер
422,ORG290,"...
 שנתתקסח
 לפק",…  568 года  по малому летоисчислению,Оргеев,ORG290_1,both,Сэфер
423,ORG290,"...
 שנתתקסח
 לפק",…  568 года  по малому летоисчислению,Оргеев,ORG290_2,both,Сэфер
424,ORG291,"פנ
 האיש החש
 הר ישכר בער
 בהרר ארי זצל
 נפטר יום ד
 ך ימים בחודש
 תמוז שנת
 תקכד לפק
 תנצבה","Здесь похоронен  Человек важный  р. Иссахар Бер  Сын р. Арье, благословенной памяти праведника,  Умерший в среду  На 20 день  Месяца Тамуз  524 года по малому летоисчислению  Да будет его душа завязана в узле жизни",Оргеев,ORG291,both,Сэфер
425,ORG291,"פנ
 האיש החש
 הר ישכר בער
 בהרר ארי זצל
 נפטר יום ד
 ך ימים בחודש
 תמוז שנת
 תקכד לפק
 תנצבה","Здесь похоронен  Человек важный  р. Иссахар Бер  Сын р. Арье, благословенной памяти праведника,  Умерший в среду  На 20 день  Месяца Тамуз  524 года по малому летоисчислению  Да будет его душа завязана в узле жизни",Оргеев,ORG291_1,both,Сэфер
426,ORG292,"פנ
 האיש תם ויש
 הרר שמועל
 בהרר ישכר בער
 שנפטר ביום ג
 יד בחדש שבט
 שנת תקכה
 לפק
 תנצבה","Здесь похоронен  Человек честный и прямодушный  р. Шмуэль,  Сын р. Иссахара Бера  Который умер во вторник  14 числа месяца Шват  525 года  По малому летоисчислению  Да будет его душа завязана в узле жизни",Оргеев,ORG292,both,Сэфер
427,ORG293,,,Оргеев,ORG293,both,Сэфер
428,ORG294,"פנ
 אשה חשובה
 מר` פרומה בת
 הר` חיים שנפ`
 ח ימים בחו` אדר
 שנת תקפב
 לפק תנצבה","Здесь похоронена  Женщина важная  г. Фрума, дочь  р. Хаима, которая умерла  На 8 день месяца Адар  582 года  По малому летоисчислению, да будет ее душа завязана в узле жизни",Оргеев,ORG294,both,Сэфер
429,ORG295,"פנ
 אשה חשובה
 מר` רבקה ליאה
 בת הר` אריה
 שנ` ד` ימים בח`
 שבט שנת תק
 פג לפק
 תנצבה","Здесь похоронена  Женщина важная  г. Ривка Леа,  Дочь р. Арье,  Которая умерла на 4 день  Месяца Шват 583 года  По малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG295,both,Сэфер
430,ORG295,"פנ
 אשה חשובה
 מר` רבקה ליאה
 בת הר` אריה
 שנ` ד` ימים בח`
 שבט שנת תק
 פג לפק
 תנצבה","Здесь похоронена  Женщина важная  г. Ривка Леа,  Дочь р. Арье,  Которая умерла на 4 день  Месяца Шват 583 года  По малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG295a,both,Сэфер
431,ORG295,"פנ
 אשה חשובה
 מר` רבקה ליאה
 בת הר` אריה
 שנ` ד` ימים בח`
 שבט שנת תק
 פג לפק
 תנצבה","Здесь похоронена  Женщина важная  г. Ривка Леа,  Дочь р. Арье,  Которая умерла на 4 день  Месяца Шват 583 года  По малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG295a_1,both,Сэфер
432,ORG295,"פנ
 אשה חשובה
 מר` רבקה ליאה
 בת הר` אריה
 שנ` ד` ימים בח`
 שבט שנת תק
 פג לפק
 תנצבה","Здесь похоронена  Женщина важная  г. Ривка Леа,  Дочь р. Арье,  Которая умерла на 4 день  Месяца Шват 583 года  По малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG295b,both,Сэфер
433,ORG295,"פנ
 אשה חשובה
 מר` רבקה ליאה
 בת הר` אריה
 שנ` ד` ימים בח`
 שבט שנת תק
 פג לפק
 תנצבה","Здесь похоронена  Женщина важная  г. Ривка Леа,  Дочь р. Арье,  Которая умерла на 4 день  Месяца Шват 583 года  По малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG295c,both,Сэфер
434,ORG295a,"פנ
 אשה חשו` מ`
 בריינה בת הר“
 צבי נפ“ ו איר
 שנת תרך ל“
 תנצבה","Здесь похоронена  Женщина важная  г. Брейна, дочь  р. Цви, которая умерла 6 Ияра  620 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",,,left_only,Сэфер
435,ORG295b,"[אשה]
 גינעשה בת הר
 שמואל נ“פ י“ט
 אלול שנת תר
 יד ל תנצבה","[Женщина]  Гнеся, дочь  р. Шмуэля, которая умерла  19 Элула  614 года по малому летоисчислению, да будет ее душа завязана в узле жизни",,,left_only,Сэфер
436,ORG295c,"...
 תרטו ל תנצבה","…  615 года по малому летоисчислению, да будет душа завязана в узле жизни",,,left_only,Сэфер
437,ORG296,"פנ
 אשה מ סוסי
 פריידה בת ה`
 משה שנ` בע`
 רח` כיסלוו
 שנת תקפג
 לפק
 תנצבה","Здесь похоронена  Женщина г. Сося  Фрейда, дочь  Моше, которая умерла  В канун новомесячья Кислева  583 года  По малому летоисчислению  Да будетее душа завязана в узле жизни",Оргеев,ORG296,both,Сэфер
438,ORG297,"פ|אשה|נ
 מ טבע פרדה
 בת הר זאב שנ
 יב בחשוון
 [שנת] תקצט
 ...תנצבה","Здесь похоронена женщина  г. Тева Фрида  Дочь р. Зеева, которая умерла  12 Хешвана  599 [года]  … да будет ее душа завязана в узле жизни",Оргеев,ORG297,both,Сэфер
439,ORG298,"פנ
 האשה החשובה
 מ העניא בת הרר
 מאיר שנפטרה
 יום ה` כ` ימים בחו` מר
 חשוון שנת תקפג לפק
 תנצבה","Здесь похоронена  Женщина важная  г. Геня, дочь  р. Меира, которая умерла  В четверг на 20 день месяца  Мар-Хешван 583 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG298,both,Сэфер
440,ORG299,"פנ
 אשה חשובה
 מרת גיטל בת
 ה יוסף שנפ
 בשביעי לפסח
 שנת תקפא לפק
 תנצבה","Здесь похоронена  Женщина важная  Госпожа Гитл, дочь  р. Йосефа, которая умерла  На 7 день Песаха  581 года по малому летоисчислению,  Да будет ее душа завязана в узле жизни",,,left_only,Сэфер
441,ORG300,"פנ
 האשה
 מרת צפורה
 בת הרר אברהם
 שנפטרויד
 ימים בחודש
 ניסון שנת תק
 לפק תנצבה","Здесь похоронена  Женщина  Госпожа Ципора  Дочь р. Авраама  Которая умерла  На 14 день  Месяца Нисан 500 года  По малому летоисчислению, да будетее душа завязана в узле жизни",Оргеев,ORG300,both,Сэфер
442,ORG301,,,,,left_only,Сэфер
443,ORG302,"פנ`
 האשה מר`
 בתשבע בת
 ה אברהם
 סג`ל שנפטר`
 ךד יום בחוד`
 סיון שנת
 תצח לפ`ק
 תנצבה","Здесь похоронена  Женщина, госпожа  Бат Шева, дочь  р. Авраама  Сегаля, которая умерла  На 24 день  Месяца Сиван  498 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG302,both,Сэфер
444,ORG302,"פנ`
 האשה מר`
 בתשבע בת
 ה אברהם
 סג`ל שנפטר`
 ךד יום בחוד`
 סיון שנת
 תצח לפ`ק
 תנצבה","Здесь похоронена  Женщина, госпожа  Бат Шева, дочь  р. Авраама  Сегаля, которая умерла  На 24 день  Месяца Сиван  498 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG302_1,both,Сэфер
445,ORG303,"...
 שנ ט שבט ש[נת]
 תרטו ל תנצב[ה]","…  9 Швата  615 года по малому летоисчислению, да будет душа завязана в узле жизни",Оргеев,ORG303,both,Сэфер
446,ORG303,"...
 שנ ט שבט ש[נת]
 תרטו ל תנצב[ה]","…  9 Швата  615 года по малому летоисчислению, да будет душа завязана в узле жизни",Оргеев,ORG303_1,both,Сэфер
447,ORG304,"פנ
 אשה
 מרת
 נחמה בתיצק
 שנפטרה ךו
 ימים בחודש
 ניסן תקפ לפק
 תנצבה","Здесь похоронена  Женщина  Госпожа  Нехама, дочь Ицика,  Которая умерла  На 26 день  Месяца Нисан 580 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG304,both,Сэфер
448,ORG304,"פנ
 אשה
 מרת
 נחמה בתיצק
 שנפטרה ךו
 ימים בחודש
 ניסן תקפ לפק
 תנצבה","Здесь похоронена  Женщина  Госпожа  Нехама, дочь Ицика,  Которая умерла  На 26 день  Месяца Нисан 580 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG304_1,both,Сэфер
449,ORG305,"פנ
 אשה חשובה
 מ זלדה בת ה
 אברהם שנ
 ג בטבת שנת
 תקצו לפק
 תנצבה","Здесь похоронена  Женщина важная  г. Зельда, дочь  р. Авраама, которая умерла  3 Тевета  596 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG305,both,Сэфер
450,ORG305,"פנ
 אשה חשובה
 מ זלדה בת ה
 אברהם שנ
 ג בטבת שנת
 תקצו לפק
 תנצבה","Здесь похоронена  Женщина важная  г. Зельда, дочь  р. Авраама, которая умерла  3 Тевета  596 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG305_1,both,Сэфер
451,ORG305,"פנ
 אשה חשובה
 מ זלדה בת ה
 אברהם שנ
 ג בטבת שנת
 תקצו לפק
 תנצבה","Здесь похоронена  Женщина важная  г. Зельда, дочь  р. Авраама, которая умерла  3 Тевета  596 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG305_2,both,Сэфер
452,ORG306,"הבתו` |פנ| שרה
 בת הר יחיאל שנ
 טו באדר שנת
 תרה לפק
 תנצבה","Здесь похоронена девушка Сарра  Дочь р. Йехиэля, которая умерла  15 Адара  605 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG306,both,Сэфер
453,ORG307,"פנ
 הכלה מרים
 אסתר בת הר
 יצחק נפט
 א דרשנ‘ שנ
 תרה לפ
 תנצבה","Здесь похоронена  Невеста Мирьям  Эстер, дочь  р. Ицхака, которая умерла  9 числа Второго Адара  605 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG307,both,Сэфер
454,ORG307,"פנ
 הכלה מרים
 אסתר בת הר
 יצחק נפט
 א דרשנ‘ שנ
 תרה לפ
 תנצבה","Здесь похоронена  Невеста Мирьям  Эстер, дочь  р. Ицхака, которая умерла  9 числа Второго Адара  605 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG307_1,both,Сэфер
455,ORG308,"פנ
 הא`ש
 מרת גלדה-
 בת הרר שמחה
 שנפטרה ך`ה
 ימים ב`ח אדר
 שני שנת
 תקעח לפ[ק]
 [תנצבה]","Здесь похоронена  Женщина  Госпожа Голда,  Дочь р. Симхи,  Которая умерла  На 25 день в месяце  Второй Адар  578 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG308,both,Сэфер
456,ORG309,"פנ
 אשה חשו[...]
 מ` הונדע בת
 הר` [דניאל]
 שנ` כ...
 אייר שנת תר[...]
 לפק
 תנצב[ה]","Здесь похоронена  Женщина важная  г. Хонде, дочь  р. Даниэля,  Которая умерла …  Ияра … года  По малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG309,both,Сэфер
457,ORG309,"פנ
 אשה חשו[...]
 מ` הונדע בת
 הר` [דניאל]
 שנ` כ...
 אייר שנת תר[...]
 לפק
 תנצב[ה]","Здесь похоронена  Женщина важная  г. Хонде, дочь  р. Даниэля,  Которая умерла …  Ияра … года  По малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG309_1,both,Сэфер
458,ORG310,"פנ
 אשה חשוב
 מרת אסתר
 בת הר עזריאל
 שנ טו בחשוון
 שנת. תרא לפק
 תנצבה",Здесь похоронена  Женщина важная  Госпожа Эстер  Дочь р. Азриэля  Которая умерла 15 Хешвана  601 года по малому летоисчислению  Да будет ее душа завязана в узле жизни,Оргеев,ORG310,both,Сэфер
459,ORG311,"פנ
 כאן בנים מבכם על
 קברת אמם האשה
 הצניעה והחסידה מ`
 רחל בת הרר צבי
 […]בנפט` בשמחת
 [תורה] שנת תרכג ל
 [תנ]צבה","Здесь похоронена  Здесь оплакивают сыновья  Могилу их матери, женщины  Скромной и праведной,  г. Рахели, дочери р. Цви  […] умершей на Симхат  Тору 623 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG311,both,Сэфер
460,ORG312,"פנ
 אשה חשוב
 מ` צינה בת ה`
 צבי שנ` ה`
 בתמוז שנת
 ת`ר`א לפק
 תנצבה","Здесь похоронена  Женщина важная  г. Цина, дочь  р. Цви, которая умерла  5 Тамуза  601 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG312,both,Сэфер
461,ORG313,"פנ
 אשה חשוב
 מ`זעלדע בת
 ה`ר קפמאן
 ש`נ
 שנת תרא
 לפק
 תנצבה","Здесь похоронена  Женщина важная  г. Зельде, дочь  р. Копмана  Которая умерла  В 601 году  По малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG313,both,Сэфер
462,ORG314,"פ |אשה| נ
 מ אסתר בת ה
 שלמה ש`נ ט`ו
 בטבת שנת
 ת`ר`ז לפק
 תנצבה","Здесь похоронена женщина  г. Эстер, дочь  р. Шломо, которая умерла  15 Тевета  607 года по малому летоисчислению  Да будет ее душа завязана в узле жизни",Оргеев,ORG314,both,Сэфер
